Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode
ORD100171,20-05-2023,CUST1331,Deepak Patel,Male,25,Bhubaneswar,East,Electronics,Webcam,2,1850,0.05,3515,2445.16,1069.84,UPI
ORD100172,21-05-2023,CUST1050,Suresh Singh,Male,38,Patna,East,Beauty & Personal Care,Perfume,1,1600,0.15,1360,1060.3,299.7,Net Banking
ORD100173,21-05-2023,CUST1109,Preeti Sharma,Female,34,Hyderabad,South,Clothing,Formal Shirt,5,1180,0.1,5310,4109.33,1200.67,Credit Card
ORD100174,23-05-2023,CUST1019,Sanjay Verma,Male,19,Coimbatore,South,Clothing,Formal Shirt,3,1120,0.05,3192,2392.24,799.76,UPI
ORD100175,24-05-2023,CUST1089,Suresh Joshi,Male,40,Patna,East,Office Supplies,Notebook Pack,1,214,0,214,140.11,73.89,Net Banking
ORD100176,24-05-2023,CUST1127,Preeti Gupta,Female,28,Lucknow,North,Electronics,Bluetooth Speaker,2,2050,0.1,3690,2507.86,1182.14,Net Banking
ORD100177,25-05-2023,CUST1113,Sneha Nair,Female,62,Hyderabad,South,Home & Kitchen,Non-stick Pan,1,880,0,880,580.31,299.69,Cash on Delivery
ORD100178,26-05-2023,CUST1212,Bhavna Rao,Female,45,Bhubaneswar,East,Sports & Fitness,Yoga Mat,3,610,0.15,1555.5,1231.12,324.38,Credit Card
ORD100179,26-05-2023,CUST1108,Kunal Kapoor,Male,37,Hyderabad,South,Clothing,Sports Shoes,1,2100,0.15,1785,1366.78,418.22,Net Banking
ORD100180,26-05-2023,CUST1150,Vikram Kapoor,Male,37,Kolkata,East,Home & Kitchen,Non-stick Pan,2,940,0.1,1692,1272.99,419.01,UPI
ORD100181,27-05-2023,CUST1344,Vikram Malhotra,Male,29,Bhubaneswar,East,Beauty & Personal Care,Shampoo,2,353,0.15,600.1,467.8,132.3,Debit Card
ORD100182,28-05-2023,CUST1123,Kavita Rao,Female,19,Bhubaneswar,East,Beauty & Personal Care,Perfume,3,1590,0,4770,3564.31,1205.69,Net Banking
ORD100183,29-05-2023,CUST1040,Aarti Shah,Female,43,Patna,East,Clothing,Denim Jeans,1,1500,0.05,1425,1025.34,399.66,UPI
ORD100184,29-05-2023,CUST1268,Vikram Rao,Male,30,Delhi,North,Sports & Fitness,Cricket Bat,1,1510,0,1510,920.34,589.66,Cash on Delivery
ORD100185,29-05-2023,CUST1272,Meena Verma,Female,47,Kochi,South,Electronics,Power Bank,2,1220,0.05,2318,1832.55,485.45,UPI
ORD100186,29-05-2023,CUST1289,Amit Rao,Male,28,Kolkata,East,Beauty & Personal Care,Shampoo,2,359,0.1,646.2,446.36,199.84,Credit Card
ORD100187,30-05-2023,CUST1190,Karan Sharma,Male,30,Patna,East,Clothing,Men's T-Shirt,5,512,0.1,2304,1739.81,564.19,Debit Card
ORD100188,30-05-2023,CUST1272,Meena Verma,Female,47,Kochi,South,Sports & Fitness,Yoga Mat,2,590,0.05,1121,882.92,238.08,Credit Card
ORD100189,30-05-2023,CUST1346,Vijay Shah,Male,19,Kolkata,East,Home & Kitchen,LED Table Lamp,3,770,0,2310,1390.57,919.43,Net Banking
ORD100190,31-05-2023,CUST1082,Anita Sharma,Female,51,Coimbatore,South,Electronics,Wireless Mouse,2,590,0.05,1121,884.89,236.11,Cash on Delivery
ORD100191,01-06-2023,CUST1090,Sanjay Patel,Male,36,Jaipur,North,Sports & Fitness,Resistance Bands,5,521,0,2605,1869.74,735.26,Credit Card
ORD100192,01-06-2023,CUST1057,Sandeep Sharma,Male,31,Ahmedabad,West,Office Supplies,Ballpoint Pen Set,1,150,0,150,112.53,37.47,Cash on Delivery
ORD100193,03-06-2023,CUST1300,Vijay Gupta,Male,25,Ahmedabad,West,Home & Kitchen,LED Table Lamp,3,740,0,2220,1695.94,524.06,Credit Card
ORD100194,03-06-2023,CUST1221,Divya Shah,Female,18,Lucknow,North,Beauty & Personal Care,Shampoo,2,353,0.1,635.4,511.11,124.29,Credit Card
ORD100195,04-06-2023,CUST1134,Preeti Bose,Female,24,Bengaluru,South,Electronics,Laptop Stand,3,1310,0.1,3537,2797.24,739.76,UPI
ORD100196,05-06-2023,CUST1056,Vijay Malhotra,Male,25,Delhi,North,Electronics,Webcam,2,1750,0.05,3325,2662.38,662.62,Debit Card
ORD100197,07-06-2023,CUST1227,Shalini Agarwal,Female,23,Pune,West,Home & Kitchen,LED Table Lamp,1,780,0.05,741,598.41,142.59,Cash on Delivery
ORD100198,07-06-2023,CUST1151,Divya Gupta,Female,38,Bengaluru,South,Beauty & Personal Care,Face Wash,2,265,0.1,477,358.59,118.41,Credit Card
ORD100199,07-06-2023,CUST1187,Shweta Shah,Female,34,Pune,West,Clothing,Winter Jacket,1,3070,0.1,2763,1945.36,817.64,Credit Card
ORD100200,08-06-2023,CUST1239,Anita Das,Female,44,Kochi,South,Electronics,Smartwatch,1,3480,0.2,2784,2599.75,184.25,Credit Card
ORD100201,09-06-2023,CUST1158,Kiran Agarwal,Female,21,Chennai,South,Electronics,USB-C Charger,2,770,0,1540,1014,526,Cash on Delivery
ORD100202,11-06-2023,CUST1033,Aarti Shah,Female,23,Chandigarh,North,Home & Kitchen,Storage Containers Set,3,580,0.2,1392,1100.76,291.24,Cash on Delivery
ORD100203,11-06-2023,CUST1207,Nisha Rao,Female,40,Hyderabad,South,Clothing,Men's T-Shirt,2,484,0.05,919.6,687.34,232.26,UPI
ORD100204,11-06-2023,CUST1018,Preeti Nair,Female,25,Coimbatore,South,Clothing,Sports Shoes,1,2240,0.05,2128,1715.25,412.75,Credit Card
ORD100205,13-06-2023,CUST1268,Vikram Rao,Male,30,Delhi,North,Office Supplies,Whiteboard,3,1350,0.2,3240,2721.75,518.25,UPI
ORD100206,13-06-2023,CUST1085,Arjun Bose,Male,29,Pune,West,Electronics,Wireless Mouse,4,590,0,2360,1839.87,520.13,Cash on Delivery
ORD100207,13-06-2023,CUST1120,Sandeep Nair,Male,43,Delhi,North,Electronics,Bluetooth Speaker,2,1910,0,3820,2374.9,1445.1,UPI
ORD100208,14-06-2023,CUST1343,Shweta Verma,Female,29,Kochi,South,Electronics,Laptop Stand,2,1320,0,2640,1804.54,835.46,Net Banking
ORD100209,14-06-2023,CUST1264,Swati Singh,Female,32,Bengaluru,South,Beauty & Personal Care,Perfume,2,1540,0.05,2926,2276.17,649.83,Credit Card
ORD100210,15-06-2023,CUST1144,Manoj Nair,Male,37,Ahmedabad,West,Beauty & Personal Care,Skincare Kit,4,1990,0.15,6766,5130.4,1635.6,UPI
ORD100211,17-06-2023,CUST1094,Rohit Malhotra,Male,30,Kochi,South,Beauty & Personal Care,Trimmer,1,1310,0,1310,940.78,369.22,UPI
ORD100212,18-06-2023,CUST1247,Nisha Iyer,Female,27,Bhubaneswar,East,Office Supplies,Office Chair,1,5170,0.05,4911.5,3674.6,1236.9,Cash on Delivery
ORD100213,20-06-2023,CUST1000,Rahul Iyer,Male,40,Bengaluru,South,Electronics,Webcam,2,1730,0.15,2941,2312.93,628.07,UPI
ORD100214,21-06-2023,CUST1057,Sandeep Sharma,Male,31,Ahmedabad,West,Electronics,Power Bank,2,1210,0.15,2057,1525.93,531.07,Debit Card
ORD100215,21-06-2023,CUST1317,Anil Malhotra,Male,31,Patna,East,Electronics,Webcam,1,1720,0.1,1548,1322.5,225.5,Credit Card
ORD100216,22-06-2023,CUST1002,Anita Sharma,Female,42,Ahmedabad,West,Clothing,Women's Kurti,2,930,0,1860,1140.01,719.99,Net Banking
ORD100217,22-06-2023,CUST1149,Karan Das,Male,38,Delhi,North,Electronics,USB-C Charger,1,830,0.1,747,565.49,181.51,UPI
ORD100218,23-06-2023,CUST1251,Priya Kapoor,Female,45,Pune,West,Clothing,Sports Shoes,1,2340,0,2340,1417.11,922.89,Net Banking
ORD100219,23-06-2023,CUST1067,Rajesh Singh,Male,46,Bengaluru,South,Electronics,Wireless Mouse,3,630,0.05,1795.5,1236.85,558.65,UPI
ORD100220,23-06-2023,CUST1286,Ashok Malhotra,Male,33,Kochi,South,Sports & Fitness,Dumbbell Set,1,1940,0.15,1649,1335.9,313.1,UPI
ORD100221,24-06-2023,CUST1326,Arjun Chatterjee,Male,47,Bengaluru,South,Beauty & Personal Care,Perfume,4,1650,0.1,5940,4997.95,942.05,UPI
ORD100222,24-06-2023,CUST1307,Preeti Joshi,Female,28,Delhi,North,Home & Kitchen,Non-stick Pan,3,880,0.15,2244,1840.99,403.01,Credit Card
ORD100223,24-06-2023,CUST1295,Suresh Bose,Male,27,Chandigarh,North,Electronics,Wireless Mouse,3,630,0.15,1606.5,1269.12,337.38,UPI
ORD100224,27-06-2023,CUST1325,Rahul Rao,Male,21,Patna,East,Home & Kitchen,Water Bottle,1,306,0.2,244.8,210.23,34.57,Cash on Delivery
ORD100225,27-06-2023,CUST1294,Aarti Shah,Female,38,Patna,East,Beauty & Personal Care,Trimmer,1,1240,0,1240,799.13,440.87,Debit Card
ORD100226,27-06-2023,CUST1290,Pooja Rao,Female,32,Bhubaneswar,East,Beauty & Personal Care,Skincare Kit,2,1950,0,3900,2380.03,1519.97,UPI
ORD100227,28-06-2023,CUST1262,Rajesh Sharma,Male,18,Chennai,South,Electronics,Laptop Stand,1,1300,0.1,1170,780.75,389.25,Debit Card
ORD100228,29-06-2023,CUST1232,Vijay Rao,Male,35,Chennai,South,Sports & Fitness,Football,1,740,0.05,703,446.92,256.08,Credit Card
ORD100229,29-06-2023,CUST1314,Kiran Mehta,Female,49,Jaipur,North,Beauty & Personal Care,Shampoo,2,352,0,704,542.24,161.76,UPI
ORD100230,01-07-2023,CUST1258,Aarti Pillai,Female,39,Chennai,South,Office Supplies,Ballpoint Pen Set,1,147,0.05,139.65,114.14,25.51,UPI
ORD100231,01-07-2023,CUST1299,Swati Kumar,Female,41,Guwahati,East,Home & Kitchen,Cushion Cover Set,2,420,0,840,558.44,281.56,Net Banking
ORD100232,01-07-2023,CUST1308,Shweta Nair,Female,41,Patna,East,Electronics,USB-C Charger,1,770,0,770,529.09,240.91,Debit Card
ORD100233,01-07-2023,CUST1193,Sneha Nair,Female,21,Chennai,South,Clothing,Sports Shoes,2,2330,0.05,4427,3141.39,1285.61,Debit Card
ORD100234,02-07-2023,CUST1169,Preeti Pillai,Female,26,Kochi,South,Sports & Fitness,Yoga Mat,1,590,0.05,560.5,396.23,164.27,Credit Card
ORD100235,02-07-2023,CUST1147,Ashok Singh,Male,20,Chandigarh,North,Electronics,Earbuds,2,2490,0.2,3984,3773.53,210.47,Credit Card
ORD100236,03-07-2023,CUST1143,Sneha Rao,Female,37,Mumbai,West,Beauty & Personal Care,Skincare Kit,2,1820,0.1,3276,2754.66,521.34,UPI
ORD100237,03-07-2023,CUST1008,Rajesh Singh,Male,29,Kochi,South,Home & Kitchen,Water Bottle,2,296,0,592,362.92,229.08,UPI
ORD100238,04-07-2023,CUST1216,Preeti Sharma,Female,26,Patna,East,Home & Kitchen,Non-stick Pan,1,910,0.05,864.5,558.73,305.77,Debit Card
ORD100239,04-07-2023,CUST1266,Vijay Malhotra,Male,52,Hyderabad,South,Office Supplies,Office Chair,1,4770,0.1,4293,3028.08,1264.92,UPI
ORD100240,04-07-2023,CUST1340,Ashok Malhotra,Male,25,Bhubaneswar,East,Clothing,Men's T-Shirt,3,504,0,1512,960.66,551.34,Credit Card
ORD100241,05-07-2023,CUST1082,Anita Sharma,Female,51,Coimbatore,South,Electronics,Laptop Stand,2,1390,0.05,2641,1958.28,682.72,Credit Card
ORD100242,06-07-2023,CUST1264,Swati Singh,Female,32,Bengaluru,South,Clothing,Winter Jacket,2,3000,0.15,5100,4274.18,825.82,UPI
ORD100243,07-07-2023,CUST1065,Amit Pillai,Male,49,Ahmedabad,West,Office Supplies,Whiteboard,1,1320,0,1320,892.28,427.72,Net Banking
ORD100244,08-07-2023,CUST1300,Vijay Gupta,Male,25,Ahmedabad,West,Home & Kitchen,LED Table Lamp,2,790,0,1580,1138.88,441.12,UPI
ORD100245,09-07-2023,CUST1263,Nikhil Joshi,Male,23,Chennai,South,Clothing,Formal Shirt,4,1140,0,4560,3202.17,1357.83,UPI
ORD100246,09-07-2023,CUST1066,Vijay Shah,Male,34,Ahmedabad,West,Clothing,Sports Shoes,1,2160,0,2160,1606.07,553.93,UPI
ORD100247,09-07-2023,CUST1000,Rahul Iyer,Male,40,Bengaluru,South,Beauty & Personal Care,Skincare Kit,1,1820,0,1820,1245.68,574.32,Debit Card
ORD100248,10-07-2023,CUST1142,Sunita Iyer,Female,18,Patna,East,Electronics,Bluetooth Speaker,2,1940,0.05,3686,2364.19,1321.81,Credit Card
ORD100249,10-07-2023,CUST1169,Preeti Pillai,Female,26,Kochi,South,Electronics,Webcam,3,1910,0.15,4870.5,4117.47,753.03,UPI
ORD100250,11-07-2023,CUST1039,Ashok Bose,Male,37,Jaipur,North,Home & Kitchen,Storage Containers Set,3,620,0.05,1767,1439.76,327.24,Credit Card
ORD100251,11-07-2023,CUST1184,Sanjay Singh,Male,32,Patna,East,Beauty & Personal Care,Face Wash,3,252,0.15,642.6,510.99,131.61,Credit Card
ORD100252,11-07-2023,CUST1204,Ajay Agarwal,Male,19,Guwahati,East,Office Supplies,Office Chair,2,5130,0.1,9234,7076.52,2157.48,Debit Card
ORD100253,11-07-2023,CUST1349,Aarti Kumar,Female,32,Pune,West,Clothing,Denim Jeans,4,1620,0.1,5832,4379.34,1452.66,Credit Card
ORD100254,12-07-2023,CUST1068,Kunal Gupta,Male,38,Patna,East,Clothing,Formal Shirt,1,1180,0.05,1121,780.3,340.7,Debit Card
ORD100255,12-07-2023,CUST1226,Anjali Reddy,Female,35,Bengaluru,South,Office Supplies,Desk Organizer,1,740,0,740,455.28,284.72,Credit Card
ORD100256,12-07-2023,CUST1344,Vikram Malhotra,Male,29,Bhubaneswar,East,Home & Kitchen,Non-stick Pan,4,930,0,3720,2859.57,860.43,Cash on Delivery
ORD100257,13-07-2023,CUST1042,Swati Malhotra,Female,33,Bhubaneswar,East,Clothing,Winter Jacket,5,2850,0,14250,10284.01,3965.99,UPI
ORD100258,14-07-2023,CUST1170,Preeti Mehta,Female,25,Kochi,South,Clothing,Men's T-Shirt,2,478,0,956,680.45,275.55,Credit Card
ORD100259,14-07-2023,CUST1164,Ravi Reddy,Male,45,Ahmedabad,West,Office Supplies,Whiteboard,3,1400,0.2,3360,2852.44,507.56,Net Banking
ORD100260,16-07-2023,CUST1054,Sandeep Malhotra,Male,46,Lucknow,North,Sports & Fitness,Football,2,700,0.1,1260,913.5,346.5,Credit Card
ORD100261,17-07-2023,CUST1228,Rekha Chatterjee,Female,27,Kolkata,East,Home & Kitchen,Storage Containers Set,1,640,0.2,512,498.6,13.4,Cash on Delivery
ORD100262,17-07-2023,CUST1007,Rohit Mehta,Male,43,Delhi,North,Office Supplies,Desk Organizer,3,730,0,2190,1506.93,683.07,UPI
ORD100263,18-07-2023,CUST1273,Nikhil Malhotra,Male,35,Bengaluru,South,Electronics,Webcam,1,1810,0,1810,1367.73,442.27,Cash on Delivery
ORD100264,19-07-2023,CUST1298,Deepak Agarwal,Male,43,Coimbatore,South,Clothing,Denim Jeans,2,1510,0.2,2416,1846.79,569.21,Debit Card
ORD100265,19-07-2023,CUST1187,Shweta Shah,Female,34,Pune,West,Electronics,Wireless Mouse,5,580,0,2900,1956.43,943.57,UPI
ORD100266,19-07-2023,CUST1298,Deepak Agarwal,Male,43,Coimbatore,South,Home & Kitchen,Cushion Cover Set,1,414,0,414,307.2,106.8,Credit Card
ORD100267,20-07-2023,CUST1272,Meena Verma,Female,47,Kochi,South,Clothing,Winter Jacket,1,2860,0,2860,2110.61,749.39,UPI
ORD100268,20-07-2023,CUST1074,Manoj Gupta,Male,18,Bengaluru,South,Electronics,Power Bank,1,1240,0.2,992,777.72,214.28,Debit Card
ORD100269,22-07-2023,CUST1228,Rekha Chatterjee,Female,27,Kolkata,East,Home & Kitchen,Storage Containers Set,1,590,0.05,560.5,444.39,116.11,Debit Card
ORD100270,23-07-2023,CUST1062,Neha Reddy,Female,22,Hyderabad,South,Clothing,Sports Shoes,1,2370,0.1,2133,1453.61,679.39,Cash on Delivery
ORD100271,24-07-2023,CUST1093,Rajesh Verma,Male,31,Guwahati,East,Sports & Fitness,Dumbbell Set,3,1750,0.1,4725,3941.82,783.18,UPI
ORD100272,24-07-2023,CUST1080,Divya Iyer,Female,32,Guwahati,East,Clothing,Formal Shirt,4,1140,0.1,4104,2912.42,1191.58,UPI
ORD100273,25-07-2023,CUST1027,Gaurav Shah,Male,39,Ahmedabad,West,Beauty & Personal Care,Shampoo,1,373,0,373,262.89,110.11,Credit Card
ORD100274,25-07-2023,CUST1291,Vijay Mehta,Male,29,Lucknow,North,Electronics,USB-C Charger,1,850,0.1,765,606.59,158.41,Cash on Delivery
ORD100275,25-07-2023,CUST1269,Sanjay Bose,Male,36,Lucknow,North,Electronics,Smartwatch,2,3670,0.15,6239,5483.96,755.04,Credit Card
ORD100276,26-07-2023,CUST1032,Aarti Patel,Female,34,Delhi,North,Office Supplies,Office Chair,3,5050,0,15150,9778.4,5371.6,Credit Card
ORD100277,26-07-2023,CUST1286,Ashok Malhotra,Male,33,Kochi,South,Beauty & Personal Care,Shampoo,1,350,0.1,315,232.71,82.29,Credit Card
ORD100278,27-07-2023,CUST1120,Sandeep Nair,Male,43,Delhi,North,Office Supplies,Desk Organizer,3,740,0.05,2109,1575.97,533.03,Credit Card
ORD100279,27-07-2023,CUST1138,Rajesh Kapoor,Male,43,Mumbai,West,Sports & Fitness,Dumbbell Set,1,1810,0.1,1629,1391.76,237.24,UPI
ORD100280,27-07-2023,CUST1167,Vikram Nair,Male,55,Kolkata,East,Clothing,Denim Jeans,1,1440,0.15,1224,916.89,307.11,Debit Card
ORD100281,28-07-2023,CUST1011,Sandeep Das,Male,29,Kochi,South,Clothing,Sports Shoes,1,2110,0,2110,1492.06,617.94,UPI
ORD100282,28-07-2023,CUST1285,Gaurav Pillai,Male,18,Delhi,North,Home & Kitchen,LED Table Lamp,5,770,0.1,3465,2490.04,974.96,Debit Card
ORD100283,30-07-2023,CUST1109,Preeti Sharma,Female,34,Hyderabad,South,Beauty & Personal Care,Trimmer,1,1400,0.1,1260,1068.79,191.21,Net Banking
ORD100284,31-07-2023,CUST1312,Sneha Kumar,Female,44,Mumbai,West,Home & Kitchen,Blender,2,2300,0,4600,2825.76,1774.24,UPI
ORD100285,01-08-2023,CUST1209,Deepak Iyer,Male,70,Coimbatore,South,Clothing,Men's T-Shirt,1,535,0.05,508.25,415.47,92.78,UPI
ORD100286,01-08-2023,CUST1142,Sunita Iyer,Female,18,Patna,East,Home & Kitchen,Cushion Cover Set,3,391,0.2,938.4,792.4,146,Net Banking
ORD100287,01-08-2023,CUST1060,Rajesh Sharma,Male,29,Kolkata,East,Electronics,Bluetooth Speaker,1,1980,0.05,1881,1273.73,607.27,UPI
ORD100288,02-08-2023,CUST1300,Vijay Gupta,Male,25,Ahmedabad,West,Office Supplies,Whiteboard,1,1350,0,1350,982.09,367.91,Credit Card
ORD100289,03-08-2023,CUST1013,Sneha Nair,Female,18,Delhi,North,Sports & Fitness,Cricket Bat,4,1510,0,6040,4175.47,1864.53,Cash on Delivery
ORD100290,03-08-2023,CUST1159,Shalini Gupta,Female,42,Chennai,South,Electronics,Laptop Stand,2,1260,0,2520,1750.35,769.65,UPI
ORD100291,04-08-2023,CUST1313,Ravi Reddy,Male,43,Kolkata,East,Clothing,Women's Kurti,1,920,0.1,828,571.41,256.59,UPI
ORD100292,07-08-2023,CUST1274,Pooja Joshi,Female,24,Kochi,South,Clothing,Denim Jeans,1,1560,0,1560,938.2,621.8,Debit Card
ORD100293,07-08-2023,CUST1004,Sandeep Agarwal,Male,32,Bengaluru,South,Home & Kitchen,Blender,2,2360,0.2,3776,3199.45,576.55,UPI
ORD100294,12-08-2023,CUST1101,Nisha Shah,Female,30,Delhi,North,Clothing,Men's T-Shirt,2,515,0,1030,748.73,281.27,Net Banking
ORD100295,13-08-2023,CUST1136,Priya Chatterjee,Female,26,Coimbatore,South,Home & Kitchen,Water Bottle,2,313,0.2,500.8,383.37,117.43,Credit Card
ORD100296,14-08-2023,CUST1281,Neha Kumar,Female,42,Chennai,South,Clothing,Sports Shoes,2,2200,0,4400,2913.39,1486.61,Debit Card
ORD100297,14-08-2023,CUST1227,Shalini Agarwal,Female,23,Pune,West,Home & Kitchen,Non-stick Pan,1,950,0.15,807.5,642.46,165.04,UPI
ORD100298,14-08-2023,CUST1059,Divya Chatterjee,Female,45,Pune,West,Electronics,Power Bank,1,1190,0.05,1130.5,828.72,301.78,UPI
ORD100299,15-08-2023,CUST1276,Nikhil Gupta,Male,37,Chandigarh,North,Home & Kitchen,Storage Containers Set,1,630,0,630,428.92,201.08,UPI
ORD100300,15-08-2023,CUST1104,Nisha Gupta,Female,33,Coimbatore,South,Clothing,Formal Shirt,1,1140,0,1140,823.64,316.36,Credit Card
ORD100301,17-08-2023,CUST1348,Shweta Reddy,Female,27,Coimbatore,South,Beauty & Personal Care,Face Wash,2,246,0.05,467.4,299.07,168.33,Debit Card
ORD100302,17-08-2023,CUST1039,Ashok Bose,Male,37,Jaipur,North,Home & Kitchen,LED Table Lamp,1,750,0.1,675,549.15,125.85,Cash on Delivery
ORD100303,17-08-2023,CUST1241,Shweta Patel,Female,33,Jaipur,North,Office Supplies,Ballpoint Pen Set,1,157,0.05,149.15,119.69,29.46,Debit Card
ORD100304,17-08-2023,CUST1123,Kavita Rao,Female,19,Bhubaneswar,East,Clothing,Denim Jeans,2,1470,0.2,2352,2083.37,268.63,Credit Card
ORD100305,17-08-2023,CUST1060,Rajesh Sharma,Male,29,Kolkata,East,Electronics,Power Bank,4,1280,0.2,4096,3232.26,863.74,UPI
ORD100306,18-08-2023,CUST1052,Suresh Verma,Male,27,Kolkata,East,Home & Kitchen,Water Bottle,1,289,0.1,260.1,215.39,44.71,UPI
ORD100307,18-08-2023,CUST1329,Shweta Agarwal,Female,41,Kolkata,East,Office Supplies,Office Chair,1,4910,0,4910,3031.41,1878.59,UPI
ORD100308,18-08-2023,CUST1084,Preeti Sharma,Female,26,Delhi,North,Sports & Fitness,Cricket Bat,1,1530,0.05,1453.5,1067.19,386.31,Credit Card
ORD100309,20-08-2023,CUST1217,Sanjay Singh,Male,32,Bhubaneswar,East,Home & Kitchen,LED Table Lamp,2,800,0,1600,1191.27,408.73,Debit Card
ORD100310,24-08-2023,CUST1175,Rohit Das,Male,44,Bengaluru,South,Sports & Fitness,Football,2,750,0.1,1350,1070.72,279.28,UPI
ORD100311,24-08-2023,CUST1309,Kunal Iyer,Male,32,Mumbai,West,Electronics,Smartwatch,5,3640,0.05,17290,11689.77,5600.23,UPI
ORD100312,25-08-2023,CUST1315,Ritu Mehta,Female,35,Ahmedabad,West,Electronics,USB-C Charger,3,800,0.15,2040,1606.15,433.85,UPI
ORD100313,25-08-2023,CUST1110,Divya Agarwal,Female,18,Coimbatore,South,Sports & Fitness,Yoga Mat,2,590,0.15,1003,918.16,84.84,Credit Card
ORD100314,26-08-2023,CUST1072,Nikhil Shah,Male,34,Delhi,North,Office Supplies,Notebook Pack,1,210,0.05,199.5,157.78,41.72,Credit Card
ORD100315,26-08-2023,CUST1081,Anita Gupta,Female,38,Patna,East,Clothing,Formal Shirt,2,1130,0.1,2034,1544.55,489.45,Cash on Delivery
ORD100316,27-08-2023,CUST1294,Aarti Shah,Female,38,Patna,East,Electronics,Smartwatch,2,3600,0.1,6480,4666.55,1813.45,Debit Card
ORD100317,28-08-2023,CUST1319,Divya Pillai,Female,33,Delhi,North,Electronics,Wireless Mouse,2,570,0.1,1026,811.78,214.22,Cash on Delivery
ORD100318,28-08-2023,CUST1312,Sneha Kumar,Female,44,Mumbai,West,Clothing,Sports Shoes,3,2370,0.15,6043.5,4865.83,1177.67,Net Banking
ORD100319,28-08-2023,CUST1024,Shweta Chatterjee,Female,29,Kochi,South,Electronics,Wireless Mouse,1,580,0.05,551,375.12,175.88,UPI
ORD100320,30-08-2023,CUST1013,Sneha Nair,Female,18,Delhi,North,Clothing,Formal Shirt,2,1150,0.1,2070,1468.17,601.83,UPI
ORD100321,30-08-2023,CUST1214,Kiran Rao,Female,31,Delhi,North,Sports & Fitness,Cricket Bat,1,1560,0,1560,1176.29,383.71,UPI
ORD100322,31-08-2023,CUST1095,Shalini Nair,Female,18,Mumbai,West,Clothing,Men's T-Shirt,1,509,0.05,483.55,388.59,94.96,UPI
ORD100323,31-08-2023,CUST1044,Priya Kapoor,Female,18,Bengaluru,South,Clothing,Men's T-Shirt,1,519,0.05,493.05,378.44,114.61,Net Banking
ORD100324,01-09-2023,CUST1078,Suresh Bose,Male,36,Lucknow,North,Beauty & Personal Care,Trimmer,1,1330,0,1330,942.68,387.32,Net Banking
ORD100325,01-09-2023,CUST1016,Sneha Shah,Female,23,Jaipur,North,Electronics,Bluetooth Speaker,1,2100,0.1,1890,1348.2,541.8,UPI
ORD100326,02-09-2023,CUST1009,Bhavna Iyer,Female,40,Pune,West,Home & Kitchen,Storage Containers Set,1,590,0,590,369.64,220.36,Net Banking
ORD100327,02-09-2023,CUST1348,Shweta Reddy,Female,27,Coimbatore,South,Office Supplies,Desk Organizer,3,710,0.15,1810.5,1644.28,166.22,UPI
ORD100328,04-09-2023,CUST1073,Sandeep Reddy,Male,52,Chennai,South,Clothing,Men's T-Shirt,2,532,0.1,957.6,671.4,286.2,UPI
ORD100329,04-09-2023,CUST1203,Aarti Malhotra,Female,46,Chennai,South,Sports & Fitness,Resistance Bands,4,479,0.05,1820.2,1431.47,388.73,Credit Card
ORD100330,04-09-2023,CUST1119,Karan Pillai,Male,43,Bhubaneswar,East,Sports & Fitness,Yoga Mat,1,630,0.1,567,393.35,173.65,Debit Card
ORD100331,05-09-2023,CUST1305,Pooja Kapoor,Female,36,Chandigarh,North,Home & Kitchen,Water Bottle,2,289,0,578,382.76,195.24,UPI
ORD100332,06-09-2023,CUST1149,Karan Das,Male,38,Delhi,North,Office Supplies,Office Chair,3,5300,0.05,15105,12024.99,3080.01,Cash on Delivery
ORD100333,07-09-2023,CUST1040,Aarti Shah,Female,43,Patna,East,Clothing,Formal Shirt,1,1110,0,1110,863.14,246.86,UPI
ORD100334,07-09-2023,CUST1236,Vikram Nair,Male,18,Ahmedabad,West,Clothing,Formal Shirt,1,1130,0,1130,735.88,394.12,Debit Card
ORD100335,09-09-2023,CUST1100,Kunal Agarwal,Male,19,Kochi,South,Office Supplies,Whiteboard,3,1280,0.15,3264,2889.11,374.89,Net Banking
ORD100336,09-09-2023,CUST1233,Bhavna Chatterjee,Female,27,Ahmedabad,West,Beauty & Personal Care,Face Wash,1,238,0,238,180.47,57.53,Cash on Delivery
ORD100337,10-09-2023,CUST1247,Nisha Iyer,Female,27,Bhubaneswar,East,Beauty & Personal Care,Perfume,1,1720,0.1,1548,1132.68,415.32,Debit Card
ORD100338,11-09-2023,CUST1163,Anjali Iyer,Female,25,Chennai,South,Electronics,Bluetooth Speaker,4,2140,0.05,8132,5310.48,2821.52,Debit Card
ORD100339,12-09-2023,CUST1272,Meena Verma,Female,47,Kochi,South,Clothing,Women's Kurti,1,960,0,960,660.57,299.43,UPI
ORD100340,12-09-2023,CUST1274,Pooja Joshi,Female,24,Kochi,South,Home & Kitchen,Non-stick Pan,1,930,0.15,790.5,587.65,202.85,Credit Card
ORD100341,12-09-2023,CUST1264,Swati Singh,Female,32,Bengaluru,South,Home & Kitchen,Water Bottle,4,296,0.2,947.2,780.04,167.16,Net Banking
